,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
1032,461,432,37.9181859410431,39.00952380952381,27.0,21.0,55,1.0,29
1033,461,480,37.9181859410431,40.00798185941043,27.0,20.0,92,2.0,19
1034,461,653,37.9181859410431,39.28816326530613,27.0,14.0,201,1.0,192
1035,461,628,37.9181859410431,40.07764172335601,27.0,6.0,191,2.0,167
1036,474,63,38.38258503401361,39.984761904761896,27.0,24.0,417,2.0,411
1037,474,208,38.38258503401361,40.05442176870749,27.0,24.0,276,2.0,266
1038,474,480,38.38258503401361,40.00798185941043,27.0,20.0,70,2.0,6
1039,474,628,38.38258503401361,40.07764172335601,27.0,6.0,170,2.0,154
1040,432,80,39.00952380952381,41.88879818594104,21.0,27.0,373,3.0,352
1041,432,208,39.00952380952381,40.05442176870749,21.0,24.0,228,1.0,224
1042,432,217,39.00952380952381,41.56371882086168,21.0,31.0,242,3.0,215
1043,432,485,39.00952380952381,41.88879818594104,21.0,24.0,135,3.0,53
1044,432,474,39.00952380952381,41.98167800453515,21.0,20.0,135,3.0,42
1045,432,628,39.00952380952381,40.07764172335601,21.0,6.0,201,1.0,196
1046,432,656,39.00952380952381,41.84235827664399,21.0,11.0,255,3.0,224
1047,480,80,40.00798185941043,41.88879818594104,20.0,27.0,408,2.0,400
1048,480,60,40.00798185941043,42.00489795918367,20.0,27.0,429,2.0,420
1049,480,217,40.00798185941043,41.56371882086168,20.0,31.0,271,2.0,263
1050,480,228,40.00798185941043,42.120997732426304,20.0,28.0,268,2.0,252
1051,480,218,40.00798185941043,42.98013605442178,20.0,10.0,292,3.0,262
1052,480,485,40.00798185941043,41.88879818594104,20.0,24.0,81,2.0,5
1053,480,474,40.00798185941043,41.98167800453515,20.0,20.0,85,2.0,6
1054,480,656,40.00798185941043,41.84235827664399,20.0,11.0,193,2.0,176
1055,480,615,40.00798185941043,42.515736961451246,20.0,13.0,173,3.0,135
1056,480,656,40.00798185941043,42.98013605442178,20.0,1.0,218,3.0,176
1057,485,44,41.88879818594104,43.81605442176871,24.0,23.0,449,2.0,441
1058,485,78,41.88879818594104,44.30367346938775,24.0,29.0,420,2.0,407
1059,485,218,41.88879818594104,42.98013605442178,24.0,10.0,271,1.0,267
1060,485,218,41.88879818594104,44.23401360544218,24.0,25.0,285,2.0,267
1061,485,438,41.88879818594104,43.86249433106576,24.0,7.0,97,2.0,47
1062,485,466,41.88879818594104,44.23401360544218,24.0,25.0,103,2.0,19
1063,485,656,41.88879818594104,42.98013605442178,24.0,1.0,177,1.0,171
1064,485,656,41.88879818594104,44.187573696145115,24.0,19.0,198,2.0,171
1065,474,44,41.98167800453515,43.81605442176871,20.0,23.0,437,2.0,430
1066,474,78,41.98167800453515,44.30367346938775,20.0,29.0,408,2.0,396
1067,474,218,41.98167800453515,44.23401360544218,20.0,25.0,274,2.0,256
